epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,4337.49,1.47296,0.89188,0.00543,0.72414,0.64576,0.66819,0.43172,1.23315,0.91653,0.0064,0.00016004,0.00016004,0.00016004
52,4421.78,1.48003,0.88946,0.00544,0.76072,0.64877,0.67838,0.44027,1.23577,0.89845,0.00642,0.000159241,0.000159241,0.000159241
53,4506.81,1.48037,0.89627,0.00546,0.71659,0.66526,0.67107,0.43634,1.23251,0.91783,0.00646,0.000158442,0.000158442,0.000158442
54,4592.09,1.47409,0.88377,0.00538,0.74546,0.64551,0.66527,0.43387,1.22769,0.89338,0.00626,0.000157642,0.000157642,0.000157642
55,4676.69,1.46803,0.8856,0.00536,0.72144,0.67199,0.67159,0.43573,1.2274,0.90719,0.00632,0.000156843,0.000156843,0.000156843
56,4761.42,1.46388,0.88028,0.00525,0.70663,0.66403,0.67241,0.43488,1.22077,0.9103,0.0063,0.000156044,0.000156044,0.000156044
57,4846.33,1.45256,0.87666,0.00534,0.69093,0.66947,0.66532,0.43622,1.21397,0.89292,0.00617,0.000155245,0.000155245,0.000155245
58,4930.99,1.44248,0.86277,0.0053,0.74867,0.65096,0.6748,0.4426,1.21588,0.87666,0.0063,0.000154446,0.000154446,0.000154446
59,5015.7,1.45302,0.87112,0.00527,0.73759,0.66585,0.67519,0.447,1.2034,0.89653,0.00612,0.000153646,0.000153646,0.000153646
60,5100.48,1.43145,0.85121,0.00517,0.72163,0.65634,0.67512,0.44593,1.19625,0.87461,0.00597,0.000152847,0.000152847,0.000152847
61,5184.84,1.44548,0.86494,0.00524,0.74582,0.65856,0.68553,0.45156,1.19226,0.87422,0.00598,0.000152048,0.000152048,0.000152048
62,5269.82,1.43769,0.86155,0.00528,0.67967,0.66767,0.6778,0.44736,1.20573,0.87097,0.00612,0.000151249,0.000151249,0.000151249
63,5354.89,1.4305,0.85842,0.0052,0.73962,0.65117,0.67341,0.44348,1.2005,0.89424,0.00606,0.00015045,0.00015045,0.00015045
64,5439.66,1.43407,0.8573,0.00518,0.7019,0.65563,0.674,0.4433,1.19643,0.88045,0.00609,0.00014965,0.00014965,0.00014965
65,5524.43,1.43097,0.84852,0.00508,0.67728,0.66054,0.68072,0.44859,1.19519,0.88424,0.00598,0.000148851,0.000148851,0.000148851
66,5609.26,1.42286,0.84661,0.00512,0.71406,0.67251,0.68433,0.44794,1.19381,0.86601,0.00599,0.000148052,0.000148052,0.000148052
67,5694.02,1.41917,0.83994,0.00509,0.74518,0.66476,0.6796,0.44789,1.18179,0.88596,0.00593,0.000147253,0.000147253,0.000147253
68,5779.02,1.41646,0.83789,0.00509,0.70872,0.67316,0.68387,0.45248,1.17772,0.86661,0.0058,0.000146454,0.000146454,0.000146454
69,5864.42,1.41856,0.83623,0.00501,0.70438,0.68098,0.67848,0.45111,1.17688,0.88034,0.00575,0.000145654,0.000145654,0.000145654
70,5949.39,1.40504,0.83451,0.0051,0.72272,0.6726,0.67594,0.44921,1.17218,0.87074,0.00586,0.000144855,0.000144855,0.000144855
71,6034.28,1.40812,0.83115,0.00503,0.70767,0.6699,0.68286,0.45137,1.1694,0.86413,0.00563,0.000144056,0.000144056,0.000144056
72,6118.62,1.41975,0.83894,0.00501,0.7215,0.66989,0.68423,0.45423,1.17177,0.85528,0.00583,0.000143257,0.000143257,0.000143257
73,6204.01,1.40035,0.82759,0.005,0.70003,0.66735,0.68422,0.45367,1.17197,0.8591,0.00578,0.000142458,0.000142458,0.000142458
74,6288.4,1.41194,0.82989,0.00501,0.69889,0.6545,0.68606,0.45857,1.16807,0.8618,0.00573,0.000141658,0.000141658,0.000141658
75,6373.43,1.41381,0.83714,0.00494,0.71662,0.68296,0.68647,0.46108,1.16147,0.85568,0.0058,0.000140859,0.000140859,0.000140859
76,6458.24,1.39646,0.82639,0.00499,0.71471,0.69263,0.68429,0.45947,1.15915,0.85096,0.00572,0.00014006,0.00014006,0.00014006
77,6543.49,1.40036,0.82696,0.00492,0.75151,0.66069,0.69279,0.46538,1.16209,0.85063,0.00577,0.000139261,0.000139261,0.000139261
78,6629.58,1.4048,0.8272,0.0049,0.72971,0.67143,0.68271,0.45927,1.15317,0.85709,0.00559,0.000138462,0.000138462,0.000138462
79,6714.59,1.39111,0.82137,0.0049,0.72396,0.67583,0.6898,0.4601,1.15673,0.87539,0.00576,0.000137662,0.000137662,0.000137662
80,6799.87,1.38942,0.81785,0.00485,0.76566,0.66813,0.6983,0.46564,1.15235,0.86753,0.00563,0.000136863,0.000136863,0.000136863
81,6885.74,1.39456,0.82134,0.00487,0.72955,0.67359,0.68947,0.461,1.16067,0.86318,0.00586,0.000136064,0.000136064,0.000136064
82,6971.32,1.38421,0.81252,0.00482,0.72032,0.66321,0.69193,0.46291,1.15504,0.83806,0.00569,0.000135265,0.000135265,0.000135265
83,7056.34,1.37847,0.80493,0.00483,0.72413,0.67256,0.69506,0.46548,1.14776,0.85285,0.00567,0.000134466,0.000134466,0.000134466
84,7141.57,1.38785,0.81008,0.00479,0.71073,0.65127,0.69128,0.46639,1.15153,0.83477,0.00574,0.000133666,0.000133666,0.000133666
85,7226.55,1.38329,0.79636,0.00479,0.72683,0.68004,0.69351,0.46767,1.14095,0.84437,0.0055,0.000132867,0.000132867,0.000132867
86,7311.35,1.38105,0.80126,0.00475,0.74028,0.67442,0.69623,0.46815,1.14254,0.83161,0.00554,0.000132068,0.000132068,0.000132068
87,7396.64,1.38133,0.80885,0.00479,0.7464,0.67454,0.69886,0.46905,1.14454,0.8332,0.00558,0.000131269,0.000131269,0.000131269
88,7480.89,1.38039,0.80325,0.00474,0.73797,0.67558,0.69498,0.4683,1.13838,0.83752,0.0055,0.00013047,0.00013047,0.00013047
89,7565.41,1.36947,0.79313,0.00475,0.78559,0.63427,0.69448,0.46819,1.13851,0.83742,0.00563,0.00012967,0.00012967,0.00012967
90,7651.65,1.37039,0.79751,0.00475,0.71017,0.66955,0.69184,0.46893,1.14121,0.8397,0.00578,0.000128871,0.000128871,0.000128871
91,7736.18,1.37448,0.8027,0.00472,0.71273,0.67132,0.69521,0.47041,1.13484,0.84229,0.00579,0.000128072,0.000128072,0.000128072
92,7821.6,1.36459,0.79556,0.00469,0.69443,0.68107,0.69024,0.46794,1.13607,0.83231,0.00573,0.000127273,0.000127273,0.000127273
93,7906.16,1.36283,0.7974,0.00465,0.70559,0.68486,0.69233,0.46957,1.13366,0.83148,0.00563,0.000126474,0.000126474,0.000126474
94,8003.71,1.36687,0.79035,0.00463,0.73197,0.68338,0.6975,0.47058,1.12689,0.83855,0.00546,0.000125674,0.000125674,0.000125674
95,8094.31,1.35712,0.78574,0.00466,0.72007,0.67214,0.69141,0.46905,1.12478,0.83561,0.00543,0.000124875,0.000124875,0.000124875
96,8192.35,1.35793,0.79282,0.0047,0.739,0.67104,0.69402,0.47111,1.12836,0.83854,0.00562,0.000124076,0.000124076,0.000124076
97,8294.38,1.35229,0.78101,0.0046,0.71691,0.68711,0.6932,0.47161,1.1198,0.82128,0.00537,0.000123277,0.000123277,0.000123277
98,8389.53,1.35807,0.78132,0.00464,0.70717,0.6901,0.69601,0.47323,1.11943,0.81239,0.00531,0.000122478,0.000122478,0.000122478
99,8478.19,1.35031,0.78409,0.00458,0.71332,0.688,0.6997,0.47478,1.12108,0.81785,0.00545,0.000121678,0.000121678,0.000121678
100,8566.92,1.34818,0.77289,0.00462,0.74239,0.67775,0.70181,0.479,1.11802,0.81044,0.00536,0.000120879,0.000120879,0.000120879
101,8669.39,1.34577,0.7764,0.00464,0.72996,0.67878,0.70123,0.47784,1.11845,0.81672,0.0054,0.00012008,0.00012008,0.00012008
102,8761.48,1.34686,0.77974,0.00463,0.73506,0.67416,0.6997,0.47772,1.11543,0.82,0.00539,0.000119281,0.000119281,0.000119281
103,8850.87,1.33985,0.77291,0.00454,0.74614,0.66787,0.70185,0.47839,1.11827,0.8317,0.00547,0.000118482,0.000118482,0.000118482
104,8940.49,1.34365,0.76922,0.00457,0.79767,0.6602,0.70469,0.48276,1.11711,0.82953,0.00546,0.000117682,0.000117682,0.000117682
105,9030.19,1.34321,0.77649,0.00451,0.8025,0.6566,0.70742,0.48576,1.11423,0.82661,0.00548,0.000116883,0.000116883,0.000116883
106,9119.91,1.33372,0.76707,0.00451,0.78933,0.66474,0.70709,0.48493,1.11378,0.82815,0.00541,0.000116084,0.000116084,0.000116084
107,9210.17,1.34171,0.77636,0.00451,0.76969,0.66418,0.70197,0.48244,1.10814,0.82006,0.00534,0.000115285,0.000115285,0.000115285
108,9299.94,1.34037,0.77493,0.00454,0.75633,0.65989,0.70066,0.48005,1.10639,0.82237,0.0053,0.000114486,0.000114486,0.000114486
109,9388.41,1.34047,0.76884,0.00451,0.77439,0.66043,0.7026,0.4808,1.1051,0.8295,0.00531,0.000113686,0.000113686,0.000113686
110,9478.12,1.3283,0.76878,0.00453,0.75917,0.66629,0.70309,0.48354,1.10515,0.82434,0.00527,0.000112887,0.000112887,0.000112887
111,9567.43,1.32082,0.75972,0.00444,0.76099,0.67233,0.70618,0.48508,1.10422,0.81369,0.00524,0.000112088,0.000112088,0.000112088
112,9657.23,1.33953,0.77327,0.00451,0.74641,0.67229,0.70467,0.48378,1.10557,0.81144,0.0053,0.000111289,0.000111289,0.000111289
113,9747.62,1.32215,0.76193,0.00449,0.72813,0.6817,0.70208,0.48334,1.1012,0.80577,0.00528,0.00011049,0.00011049,0.00011049
114,9837.47,1.31795,0.76028,0.00448,0.74348,0.66748,0.70319,0.48387,1.10072,0.80412,0.00528,0.00010969,0.00010969,0.00010969
115,9927.48,1.32471,0.76077,0.00441,0.7526,0.66521,0.70184,0.48301,1.09877,0.81663,0.00525,0.000108891,0.000108891,0.000108891
116,10016.4,1.32613,0.7652,0.00447,0.78134,0.66921,0.70548,0.48611,1.09764,0.8108,0.00531,0.000108092,0.000108092,0.000108092
117,10108.8,1.32172,0.76418,0.00443,0.79611,0.65979,0.70657,0.48839,1.09956,0.80571,0.00532,0.000107293,0.000107293,0.000107293
118,10202.1,1.32083,0.75109,0.00443,0.80196,0.66121,0.70655,0.48782,1.1002,0.80116,0.00527,0.000106494,0.000106494,0.000106494
119,10292.1,1.31735,0.75333,0.0044,0.78881,0.66496,0.70721,0.49006,1.10019,0.80289,0.00527,0.000105694,0.000105694,0.000105694
120,10430.8,1.32005,0.75948,0.00438,0.79353,0.66478,0.70819,0.49049,1.0959,0.80446,0.00521,0.000104895,0.000104895,0.000104895
121,10517.8,1.3085,0.75384,0.00439,0.80997,0.65229,0.70859,0.49015,1.09593,0.81226,0.00519,0.000104096,0.000104096,0.000104096
122,10608.7,1.31225,0.75725,0.00434,0.81267,0.65733,0.71167,0.4936,1.09194,0.79574,0.00517,0.000103297,0.000103297,0.000103297
123,10696.7,1.3099,0.75239,0.00438,0.82357,0.65481,0.71274,0.49546,1.09037,0.79445,0.0052,0.000102498,0.000102498,0.000102498
124,10785.4,1.31238,0.74925,0.00439,0.81895,0.65765,0.71364,0.49574,1.08911,0.78888,0.0051,0.000101698,0.000101698,0.000101698
125,10872.3,1.30885,0.75481,0.00436,0.81882,0.65952,0.71333,0.49549,1.08858,0.78788,0.00513,0.000100899,0.000100899,0.000100899
126,10960.4,1.30451,0.73697,0.00429,0.82816,0.65635,0.71344,0.49526,1.08845,0.78629,0.00514,0.0001001,0.0001001,0.0001001
127,11047.7,1.31815,0.75291,0.00436,0.8254,0.6559,0.71359,0.49613,1.08903,0.78887,0.00521,9.93008e-05,9.93008e-05,9.93008e-05
128,11134.4,1.30654,0.74948,0.00434,0.82103,0.65805,0.7132,0.49668,1.08778,0.79489,0.00522,9.85016e-05,9.85016e-05,9.85016e-05
129,11221.1,1.30341,0.74724,0.00429,0.81978,0.65809,0.71312,0.49663,1.08688,0.78894,0.00517,9.77024e-05,9.77024e-05,9.77024e-05
130,11306.6,1.29972,0.74505,0.00428,0.81782,0.6615,0.71336,0.49686,1.08647,0.78939,0.00519,9.69032e-05,9.69032e-05,9.69032e-05
131,11392.5,1.30429,0.75458,0.00439,0.82618,0.65909,0.7141,0.49824,1.08471,0.78329,0.00517,9.6104e-05,9.6104e-05,9.6104e-05
132,11478.3,1.29929,0.74795,0.00425,0.82483,0.65744,0.71329,0.49855,1.08257,0.77676,0.00513,9.53048e-05,9.53048e-05,9.53048e-05
133,11564.1,1.30186,0.73528,0.00428,0.82785,0.65768,0.7151,0.49938,1.08125,0.77319,0.00508,9.45056e-05,9.45056e-05,9.45056e-05
134,11650.5,1.29602,0.73953,0.00429,0.82474,0.66194,0.7147,0.4992,1.08144,0.77159,0.00506,9.37064e-05,9.37064e-05,9.37064e-05
135,11737.4,1.2923,0.73991,0.00431,0.83044,0.66198,0.71503,0.49853,1.08269,0.7766,0.00514,9.29072e-05,9.29072e-05,9.29072e-05
136,11823.9,1.29334,0.74309,0.00432,0.83435,0.65906,0.71544,0.49888,1.08231,0.77848,0.00518,9.2108e-05,9.2108e-05,9.2108e-05
137,11909.6,1.29577,0.7492,0.0043,0.83405,0.6579,0.71497,0.49818,1.08169,0.78081,0.00515,9.13088e-05,9.13088e-05,9.13088e-05
138,11995.8,1.2936,0.73753,0.00426,0.83492,0.65656,0.7148,0.49729,1.08086,0.77871,0.00509,9.05096e-05,9.05096e-05,9.05096e-05
139,12082.1,1.29482,0.73532,0.00424,0.82831,0.65993,0.71457,0.49801,1.08116,0.78384,0.00511,8.97104e-05,8.97104e-05,8.97104e-05
140,12168.1,1.29799,0.74386,0.00425,0.82342,0.66071,0.7139,0.49715,1.07942,0.77932,0.00506,8.89112e-05,8.89112e-05,8.89112e-05
141,12253.7,1.29356,0.74005,0.00428,0.82444,0.66236,0.71439,0.49784,1.07838,0.78087,0.00506,8.8112e-05,8.8112e-05,8.8112e-05
142,12339.2,1.29558,0.74232,0.00424,0.82598,0.66234,0.71416,0.49815,1.07794,0.78951,0.0051,8.73128e-05,8.73128e-05,8.73128e-05
143,12425,1.28057,0.73175,0.00423,0.8277,0.66319,0.71317,0.49768,1.07699,0.7886,0.00509,8.65136e-05,8.65136e-05,8.65136e-05
144,12511.2,1.28984,0.7403,0.00426,0.82969,0.66293,0.71391,0.49869,1.07846,0.78429,0.00514,8.57144e-05,8.57144e-05,8.57144e-05
145,12597.2,1.285,0.73407,0.00423,0.82656,0.66386,0.71333,0.49813,1.07681,0.7844,0.0051,8.49152e-05,8.49152e-05,8.49152e-05
146,12682.6,1.29287,0.73346,0.00421,0.823,0.6645,0.71253,0.49846,1.07741,0.78024,0.00509,8.4116e-05,8.4116e-05,8.4116e-05
147,12768.5,1.2848,0.7289,0.00417,0.82862,0.66058,0.71185,0.49816,1.07749,0.78182,0.00509,8.33168e-05,8.33168e-05,8.33168e-05
148,12854.7,1.28879,0.7368,0.00424,0.82847,0.66065,0.71275,0.49836,1.07547,0.78046,0.00507,8.25176e-05,8.25176e-05,8.25176e-05
149,12940.3,1.27967,0.72607,0.00419,0.82981,0.66022,0.71271,0.49831,1.07554,0.7814,0.00507,8.17184e-05,8.17184e-05,8.17184e-05
150,13026.2,1.28177,0.72545,0.00414,0.8315,0.65846,0.71269,0.49909,1.07489,0.78221,0.0051,8.09192e-05,8.09192e-05,8.09192e-05
151,13111.9,1.28453,0.73092,0.00421,0.83425,0.65745,0.71297,0.49933,1.07362,0.78196,0.00509,8.012e-05,8.012e-05,8.012e-05
152,13197.3,1.28448,0.72823,0.0042,0.83623,0.65656,0.71323,0.49997,1.07443,0.77772,0.00509,7.93208e-05,7.93208e-05,7.93208e-05
153,13282.4,1.27458,0.72897,0.00418,0.83832,0.65593,0.71352,0.49979,1.07274,0.7758,0.00506,7.85216e-05,7.85216e-05,7.85216e-05
154,13367.5,1.27021,0.72364,0.0042,0.83842,0.65689,0.7147,0.50087,1.07381,0.7746,0.00509,7.77224e-05,7.77224e-05,7.77224e-05
155,13453.1,1.28117,0.72938,0.00409,0.83549,0.66015,0.71506,0.50084,1.07332,0.77461,0.00508,7.69232e-05,7.69232e-05,7.69232e-05
156,13538.7,1.27209,0.7223,0.00419,0.83177,0.66206,0.71554,0.50158,1.07213,0.77527,0.00508,7.6124e-05,7.6124e-05,7.6124e-05
157,13625.7,1.27361,0.72483,0.00421,0.83266,0.66022,0.71602,0.50168,1.07285,0.77787,0.0051,7.53248e-05,7.53248e-05,7.53248e-05
158,13711.8,1.27371,0.7261,0.00412,0.83012,0.6615,0.71598,0.5019,1.07323,0.77607,0.0051,7.45256e-05,7.45256e-05,7.45256e-05
159,13798.4,1.27162,0.71596,0.00412,0.83342,0.65962,0.71643,0.50221,1.07236,0.78025,0.00508,7.37264e-05,7.37264e-05,7.37264e-05
160,13884.6,1.26976,0.72183,0.00413,0.83143,0.65999,0.71621,0.50205,1.07226,0.78442,0.00511,7.29272e-05,7.29272e-05,7.29272e-05
161,13971.6,1.2723,0.71851,0.00407,0.8294,0.66076,0.717,0.50276,1.07168,0.77739,0.00507,7.2128e-05,7.2128e-05,7.2128e-05
162,14057.4,1.27217,0.72103,0.0041,0.83128,0.66197,0.71805,0.50375,1.07158,0.77502,0.00511,7.13288e-05,7.13288e-05,7.13288e-05
163,14143.7,1.2654,0.7155,0.00407,0.8315,0.66218,0.71775,0.50396,1.07157,0.77144,0.00511,7.05296e-05,7.05296e-05,7.05296e-05
164,14229.8,1.26312,0.71617,0.00409,0.83109,0.66205,0.71742,0.50417,1.06919,0.76836,0.00505,6.97304e-05,6.97304e-05,6.97304e-05
165,14315,1.28186,0.72343,0.00413,0.83223,0.66238,0.71748,0.50397,1.06991,0.76953,0.00508,6.89312e-05,6.89312e-05,6.89312e-05
166,14400.5,1.27507,0.7256,0.00412,0.83272,0.66155,0.71708,0.5041,1.07012,0.77086,0.0051,6.8132e-05,6.8132e-05,6.8132e-05
167,14487.5,1.26466,0.7203,0.00409,0.83302,0.66112,0.7171,0.50413,1.0691,0.77443,0.00508,6.73328e-05,6.73328e-05,6.73328e-05
168,14573.9,1.26947,0.71802,0.00409,0.83135,0.66157,0.71746,0.50434,1.06917,0.7738,0.00509,6.65336e-05,6.65336e-05,6.65336e-05
169,14659.9,1.26832,0.71661,0.00406,0.83238,0.66256,0.71725,0.50451,1.06873,0.77346,0.00511,6.57344e-05,6.57344e-05,6.57344e-05
170,14745.2,1.25785,0.71365,0.00405,0.83212,0.66349,0.71746,0.50454,1.06796,0.77474,0.0051,6.49352e-05,6.49352e-05,6.49352e-05
171,14831.1,1.26066,0.71139,0.004,0.83089,0.66485,0.71755,0.50459,1.06715,0.77387,0.00508,6.4136e-05,6.4136e-05,6.4136e-05
172,14916.8,1.26764,0.7212,0.004,0.83697,0.66409,0.71786,0.50484,1.06692,0.77354,0.00508,6.33368e-05,6.33368e-05,6.33368e-05
173,15002.3,1.26628,0.72092,0.00409,0.83683,0.66389,0.71825,0.50514,1.06696,0.77162,0.00507,6.25376e-05,6.25376e-05,6.25376e-05
174,15087.8,1.26117,0.71832,0.00407,0.83719,0.66422,0.71851,0.5056,1.06634,0.76979,0.00506,6.17384e-05,6.17384e-05,6.17384e-05
175,15173.8,1.27215,0.71767,0.00403,0.83662,0.66479,0.71849,0.5058,1.06664,0.77003,0.00506,6.09392e-05,6.09392e-05,6.09392e-05
176,15260.1,1.25944,0.7066,0.00402,0.83495,0.66617,0.71876,0.50575,1.06647,0.77026,0.00506,6.014e-05,6.014e-05,6.014e-05
177,15345.1,1.25538,0.71199,0.00403,0.83542,0.6661,0.71875,0.50586,1.06599,0.77072,0.00505,5.93408e-05,5.93408e-05,5.93408e-05
178,15431.5,1.25847,0.7115,0.00401,0.83625,0.66517,0.71915,0.50613,1.06693,0.76894,0.00506,5.85416e-05,5.85416e-05,5.85416e-05
179,15517.8,1.2459,0.7052,0.00399,0.83263,0.66663,0.71908,0.50613,1.06732,0.76864,0.00507,5.77424e-05,5.77424e-05,5.77424e-05
